ID,TOTAL.VALUE,TAX,LOT.SQFT,YR.BUILT,GROSS.AREA,LIVING.AREA,FLOORS,ROOMS,BEDROOMS,FULL.BATH,HALF.BATH,KITCHEN,FIREPLACE,REMODEL
1359,299.4,3766,4949,1960,2088,1726,1,6,3,2,0,1,0,Recent
1360,323.5,4069,5204,1965,2508,1402,1.5,6,3,1,1,1,1,None
1361,359.3,4519,5918,1988,2574,1930,1,8,4,2,0,2,0,None
1362,361.7,4550,5376,1920,2156,1370,2,7,4,1,1,1,0,Recent
1363,256.4,3225,2410,1950,2535,1632,2,7,3,2,0,1,0,None
1364,236.7,2977,3248,1920,1620,1270,2,6,3,1,0,1,0,None
1365,250.3,3148,4270,1920,2017,1232,2,6,3,1,0,1,0,None
1366,340.7,4286,5941,1962,2712,1469,1.5,7,3,2,0,1,0,Recent
1367,312.5,3931,5939,1957,3160,1609,1.5,7,3,1,1,1,0,None
1368,287.4,3615,6100,1960,2076,1701,1,7,3,1,1,1,0,None
1369,320.8,4035,6000,1967,2425,1151,1,7,3,1,1,1,1,None
1370,329.4,4143,6043,1957,2628,1536,1.5,7,4,1,0,1,1,None
1371,307.4,3867,10067,1960,2238,1726,1,8,4,1,1,1,0,None
1372,327,4113,10030,1950,2344,1275,1.5,6,3,1,0,1,1,None
1373,406.9,5118,6756,1996,2604,1680,2,7,3,2,0,1,1,None
1374,270.4,3401,5246,1940,2568,1360,1.5,6,3,2,0,1,1,None
1375,278.6,3504,6076,1940,2264,1320,2,6,3,1,1,1,1,None
1376,392,4931,5671,1958,3412,2010,2,9,4,2,0,1,1,Old
1377,310.7,3908,4407,1960,1968,1404,1,6,3,1,1,1,0,None
1378,283,3560,4514,1959,2140,1404,1,5,3,1,1,1,1,None
1379,353.5,4447,5885,1988,2418,1930,1,9,4,2,0,2,0,None
1380,302.3,3802,6043,1964,2244,1641,1,8,3,2,0,1,0,None
1381,424.9,5345,5518,2003,2500,1560,2,6,3,1,1,1,0,None
1382,348.3,4381,5441,1960,2416,1726,1,8,4,2,0,1,1,Recent
1383,354.3,4457,9351,1960,2296,1247,1,7,4,1,1,1,0,None
1384,297.9,3747,5151,1962,2652,1469,1.5,7,3,2,0,1,0,None
1385,327.2,4116,6042,1954,2840,1550,1.5,7,3,1,0,1,1,None
1386,306.1,3850,6877,1963,2240,1808,1,6,3,1,1,1,0,None
1387,428.2,5386,5965,1963,2998,1637,1.5,8,3,3,0,1,1,Old
1388,366.3,4608,5662,1961,2805,1750,2,7,4,2,0,1,1,Recent
1389,263.1,3309,5273,1950,2448,1306,1.5,6,2,1,0,1,1,None
1390,388.7,4889,5775,1988,2906,1469,1.5,8,3,3,0,1,0,None
1391,313.6,3945,5715,1960,2540,1940,2,6,3,1,1,1,1,None
1392,263,3308,4473,1960,1961,1404,1,7,4,1,1,1,0,None
1393,241.3,3035,4410,1961,1964,1404,1,7,3,1,1,1,0,None
1394,326,4101,6194,1950,2816,1311,1,5,2,1,0,1,1,None
1395,301,3786,6200,1963,2067,1726,1,6,3,2,0,1,0,Old
1396,272.6,3429,5246,1945,2488,1306,1.5,7,4,2,0,1,1,None
1397,301.6,3794,6000,1967,2166,1726,1,6,3,1,1,1,0,None
1398,366.8,4614,7128,1960,2156,1726,1,6,2,2,0,1,0,None
1399,311,3912,5981,1960,2364,1320,2,6,3,1,1,1,0,None
1400,282.5,3553,6000,1960,2116,1726,1,5,3,1,1,1,0,None
1401,301.2,3789,5658,1964,2640,1464,1.5,7,3,1,1,1,0,None
1402,298.8,3758,5963,1963,2592,1469,1.5,6,3,2,0,1,1,None
1403,317.8,3997,6197,1963,2294,2059,1,6,3,1,0,1,1,None
1404,371.9,4678,5695,1988,2712,1469,1.5,6,2,2,1,1,0,None
1405,275.9,3470,7548,1943,2552,1075,1,6,2,1,0,1,1,None
1406,297.7,3745,5700,1960,2936,1641,1.5,6,2,2,0,1,0,None
1407,332.4,4181,7889,1960,3588,1939,1.5,8,4,2,0,1,1,None
1408,297.1,3737,7917,1960,2016,1487,1,7,3,1,1,1,0,None
1409,323.5,4069,7912,1960,2842,1469,1.5,7,3,2,0,1,0,None
1410,306.4,3854,5273,1950,2451,1075,1,6,2,1,1,1,1,Old
1411,306.3,3853,5914,1964,2120,1726,1,8,4,2,0,1,0,None
1412,280.6,3529,4410,1959,1944,1404,1,6,3,1,1,1,0,None
1413,292.4,3678,4463,1958,2298,1404,1,6,3,1,0,1,0,None
1414,307.2,3864,6691,1967,2400,1863,1,6,3,1,1,2,0,None
1415,275.5,3465,4800,1960,2392,1109,1,6,3,1,0,1,1,None
1416,259.1,3259,5273,1945,2796,1155,1,6,2,1,0,1,1,None
1417,267.3,3362,4298,1950,2623,1128,1,7,3,1,1,1,1,None
1418,334.9,4213,4860,1910,3314,1792,2,7,3,1,1,1,0,None
1419,300.1,3775,5608,1963,2311,1125,1,5,3,1,0,1,0,None
1420,332.4,4181,9820,1943,2600,1306,1.5,6,2,1,0,1,1,Recent
1421,278.1,3498,11541,1920,3508,1779,1.5,5,2,1,0,1,0,None
1422,350.3,4406,4654,1890,3256,1755,1.5,9,4,2,0,1,0,None
1423,353.3,4444,6203,1960,2160,1870,1,8,3,1,1,1,0,None
1424,213.4,2684,1696,1904,2496,1518,2,7,4,1,0,1,0,None
1425,297.9,3747,5759,1950,2624,1306,1.5,7,4,1,1,1,0,Recent
1426,316.7,3984,6004,1960,2845,1726,1,7,3,1,1,1,0,Recent
1427,339,4264,10370,1960,2836,1435,1.5,7,3,2,0,1,0,None
1428,340.1,4278,5712,1940,3336,2036,2,7,3,1,1,1,1,None
1429,264.5,3327,5963,1963,2041,1008,1,7,3,1,0,1,0,None
1430,281.9,3546,5739,1960,2100,1726,1,7,3,1,1,1,0,None
1431,312.7,3933,5633,1960,2732,1469,1.5,6,2,2,0,1,1,None
1432,290,3648,7280,1958,2160,1487,1,5,3,1,1,1,0,None
1433,267,3358,3138,1920,2468,1520,2,6,3,1,1,1,0,None
1434,289.8,3645,4253,1920,2792,1428,1.5,7,3,1,0,1,1,None
1435,295.5,3717,6298,1967,2218,1726,1,6,3,1,1,1,0,None
1436,298.1,3750,6506,1960,2160,1966,1,8,3,1,1,1,0,None
1437,288.2,3625,4159,1960,2356,1306,1.5,6,2,1,0,1,1,None
1438,281.9,3546,8318,1942,2376,1075,1,6,3,1,0,1,1,None
1439,276.3,3475,7439,1943,2459,1075,1,6,3,1,0,1,1,None
1440,329.7,4147,19466,1940,2563,1075,1,7,3,1,1,1,1,None
1441,286.5,3604,4272,1965,3084,1512,1,8,3,1,1,1,1,None
1442,348,4377,10493,1966,2204,1320,2,7,3,1,1,1,0,None
1443,289.4,3640,5211,1956,2085,984,1,6,2,1,0,1,1,None
1444,325.5,4094,6083,1957,2422,1472,2,7,3,1,1,1,0,Old
1445,306,3849,6031,1960,2116,1966,1,8,3,1,1,2,0,None
1446,309.2,3889,6000,1960,2424,1870,1,9,4,1,1,1,0,None
1447,293.2,3688,7035,1955,2032,978,1,5,3,1,0,1,1,None
1448,295.7,3719,5836,1960,2736,1469,1.5,7,3,2,0,1,0,None
1449,282.6,3555,5963,1963,2136,1008,1,7,3,1,1,1,0,None
1450,342.5,4308,3500,1910,2520,1536,1.5,5,2,2,0,1,0,Recent
1451,204.1,2567,3854,1920,2022,962,2,6,3,1,1,1,0,None
1452,346.5,4358,7680,1956,2581,1354,1.5,6,2,1,1,1,1,None
1453,290.3,3651,4047,1920,2328,1440,2,7,4,2,0,1,1,None
1454,273.1,3435,5356,1960,1968,941,1,5,2,1,0,1,1,None
1455,298.7,3757,4310,1930,2640,1428,1.5,6,2,1,1,1,1,None
1456,325.7,4097,6895,1960,2066,1966,1,7,3,1,1,1,0,None
1457,338.3,4255,6406,1960,2066,1726,1,8,4,2,0,1,0,Recent
1458,265.9,3345,6946,1950,2339,1075,1,6,3,1,0,1,1,None
1459,198.4,2495,3228,1920,1755,1006,1.5,6,3,1,0,1,0,None
1460,298.6,3756,6935,1965,2628,1469,1.5,6,2,2,0,1,0,None
1461,326.8,4111,6690,1957,2900,1308,1,7,3,1,1,1,1,None
1462,350,4403,6900,1960,2904,1961,1,6,3,3,0,1,1,None
1463,319.2,4015,6315,1960,2220,1726,1,7,3,2,0,2,0,None
1464,398.2,5009,10044,1960,2180,1726,1,6,3,1,1,1,0,Recent
1465,273.4,3439,7931,1938,2376,1075,1,6,3,1,0,1,1,Recent
1466,288.4,3628,6000,1960,2512,1487,1,5,2,1,0,1,0,None
1467,304.9,3835,6858,1925,1808,1133,2,7,3,1,0,1,0,None
1468,313.4,3942,6031,1960,2484,1993,1,9,3,1,1,2,0,None
1469,269.82,3394,10947,1920,2384,1237,1.5,6,3,1,1,1,0,None
1470,203.7,2562,2174,1920,2952,1382,1,7,3,1,0,1,0,None
1471,288.2,3625,4050,1935,3224,1456,1,6,3,1,0,1,1,Old
1472,262.4,3300,4911,1960,2084,1020,1,5,3,1,0,1,1,None
1473,331.4,4169,10294,1943,2944,1346,1.5,6,3,1,0,1,1,None
1474,284,3572,6035,1960,2106,1320,2,7,3,1,1,1,0,None
1475,282.7,3556,4565,1904,2416,1220,2,6,3,1,0,1,0,None
1476,246.8,3104,5963,1963,2160,1008,1,5,3,1,0,1,0,None
1477,290.3,3651,6364,1960,2136,1726,1,6,3,1,1,1,0,None
1478,301.8,3796,5090,1955,2525,1120,1,7,4,1,1,1,0,None
1479,311.2,3914,9551,1943,2508,1306,1.5,6,2,1,1,1,1,Old
1480,299.1,3762,4772,1900,2652,1584,2,6,3,1,0,1,0,None
1481,353.8,4450,19264,1943,2634,1306,1.5,6,3,1,1,1,1,None
1482,290,3648,4050,1960,2548,1176,1,5,4,1,1,1,1,None
1483,289.2,3638,4501,1960,2520,1313,1.5,6,3,2,0,1,1,None
1484,293.9,3697,6008,1960,3041,1557,1.5,6,2,1,1,1,0,None
1485,346.6,4360,4500,1940,1920,960,1,7,4,2,0,1,1,None
1486,314.2,3952,6998,1943,2494,1536,2,7,3,3,0,1,1,Recent
1487,280.7,3531,6077,1965,2097,1726,1,6,3,1,1,1,0,None
1488,298.6,3756,6000,1960,2280,1682,1,6,3,1,1,1,0,None
1489,327.9,4124,10759,1967,2756,1469,1.5,6,2,1,1,1,0,None
1490,442.2,5562,4459,2007,2418,1469,2,7,3,2,1,1,1,None
1491,232.5,2924,2426,1904,2398,1233,1.5,6,3,1,0,1,0,None
1492,302.2,3801,4283,1960,1769,1104,2,5,3,1,1,1,0,None
1493,298.2,3751,4251,1953,2384,1320,1.5,6,3,2,0,1,1,Old
1494,317,3987,5963,1963,2184,1008,1,7,3,1,1,1,0,None
1495,304.8,3834,6035,1960,2160,1726,1,8,3,1,1,1,2,None
1496,281.7,3543,4272,1962,1669,1104,2,5,3,1,1,1,0,None
1497,216.2,2719,3337,1920,2358,1223,1.5,6,3,1,0,1,0,None
1498,302.2,3801,13149,1955,2352,1134,1,5,2,1,0,1,1,None
1499,356.8,4488,17604,1969,3136,1714,1.5,5,3,2,0,1,1,None
1500,317.8,3997,11250,1954,2566,1244,1,6,3,1,1,1,1,None
1501,295.7,3719,4220,1953,2392,1056,1,6,3,1,0,1,1,None
1502,249.2,3134,7103,1940,2544,1075,1,6,3,1,0,1,1,None
1503,314.8,3960,6077,1965,2232,1726,1,7,3,1,1,2,1,None
1504,220.4,2772,2644,1920,1730,1063,2,6,3,1,1,1,0,None
1505,251,3157,2961,1910,1633,882,1.5,4,2,1,0,1,0,Recent
1506,280.8,3532,3158,1964,2175,1868,1,8,3,1,1,1,0,None
1507,329.9,4150,8858,1960,2436,1726,1,7,3,1,1,1,2,None
1508,345.6,4347,6000,1960,2328,1487,1,7,4,2,0,1,0,Recent
1509,244.2,3072,1358,1904,2576,1598,2,8,1,2,0,1,0,None
1510,261.1,3284,3958,1960,2518,1161,1,5,2,1,0,1,1,None
1511,314.1,3951,10641,1965,2136,1008,1,6,3,1,1,2,0,None
1512,288.4,3628,4000,1960,2899,1352,1,7,2,1,1,1,0,None
1513,258.5,3251,4000,1963,2622,1260,1,6,3,1,1,1,0,None
1514,269.1,3385,4351,1960,1889,912,1,6,3,1,1,1,0,None
1515,395.2,4971,4203,2001,2336,1448,2,7,3,2,1,1,1,None
1516,333.8,4199,11844,1960,2160,1726,1,6,3,1,1,1,0,None
1517,290.2,3650,5963,1963,2164,1008,1,7,3,1,1,1,1,None
1518,276.7,3480,6035,1960,2160,1247,1,7,4,1,1,1,0,None
1519,362,4553,4072,1942,3241,1591,1.5,7,4,2,0,1,0,Recent
1520,301.2,3789,3200,1964,2264,1859,1,5,3,1,0,1,0,None
1521,285.2,3587,8245,1943,2569,1306,1.5,7,3,2,0,1,1,Recent
1522,352.7,4436,7649,1965,2730,1280,1,7,4,1,1,2,1,Old
1523,325.2,4091,6014,1960,2832,1728,2,7,3,2,0,1,1,None
1524,437.9,5508,8861,1798,5356,2953,2,11,4,2,0,1,0,Old
1525,313.3,3941,6077,1960,2172,1726,1,7,3,1,1,1,0,None
1526,338.7,4260,8815,1965,2256,1726,1,7,3,2,0,2,0,None
1527,276.9,3483,4254,1962,2100,1404,1,5,3,1,1,1,0,Old
1528,280.3,3526,2845,1920,3100,1761,1.5,8,5,2,0,1,0,Recent
1529,275.7,3468,6000,1965,2080,1487,1,6,3,1,1,1,0,None
1530,281.7,3543,4204,1956,2232,1042,1,6,2,1,0,1,1,None
1531,283.1,3561,4910,1973,2520,1440,2,5,3,1,1,1,0,None
1532,277.6,3492,6750,1949,2592,936,1,4,1,1,0,1,0,None
1533,307.1,3863,7532,1960,2898,1726,1,6,2,2,0,1,0,None
1534,307.8,3872,4117,1960,2641,1537,2,7,4,1,1,1,1,None
1535,295.6,3718,1237,1990,3039,1908,2,7,4,1,2,1,1,None
1536,370.5,4660,11617,1960,2868,2343,1,6,3,1,1,1,0,None
1537,316.2,3977,5401,1963,2478,1488,2,7,3,1,1,1,0,None
1538,300.4,3779,6044,1960,2093,1870,1,5,3,1,0,1,0,None
1539,285.3,3589,4803,1920,3280,2196,2,8,3,2,0,1,0,None
1540,290.2,3650,9387,1943,2490,1306,1.5,7,3,1,1,1,1,Old
1541,296.7,3732,5935,1960,2013,1320,2,6,3,1,1,1,0,None
1542,312.3,3928,6035,1960,2160,1726,1,10,3,1,1,1,0,None
1543,366.8,4614,9359,1965,2848,2390,1,10,5,1,1,1,1,Old
1544,362.3,4557,5726,1964,2706,1883,1.5,8,4,1,2,1,1,None
1545,246,3094,6202,1959,1964,982,1,5,3,1,0,1,1,None
1546,360.8,4538,7285,1965,2224,2168,1,6,3,2,1,2,1,None
1547,315.4,3967,4342,1964,2916,1596,2,7,4,1,1,1,1,None
1548,286.3,3601,5877,1964,2052,1726,1,5,3,2,0,1,0,None
1549,286.8,3607,4032,1960,2586,1190,1,8,4,1,0,1,0,None
1550,314.3,3953,4162,1950,2556,1354,1.5,6,3,2,0,1,1,None
1551,276.7,3480,4548,1930,2287,1367,2,6,3,1,1,1,1,Old
1552,322.3,4054,7999,1965,2016,1008,1,9,4,1,1,2,0,None
1553,433.1,5448,6102,1994,2308,2135,1,6,3,1,1,1,1,None
1554,270.7,3405,4858,1965,2177,1008,1,7,3,1,1,1,2,None
1555,393.1,4945,6000,1967,2600,1908,1,8,3,2,0,1,1,Recent
1556,287,3610,4000,1964,2406,1188,1,5,3,1,0,1,1,None
1557,324.1,4077,5099,1933,2597,1577,2,7,4,2,1,1,0,None
1558,316.2,3977,6750,1964,3541,1528,1,7,3,1,1,1,1,None
1559,284.6,3580,6071,1960,2136,1487,1,6,2,1,0,1,2,None
1560,292.1,3674,7444,1965,2268,1487,1,5,3,1,0,1,0,Recent
1561,316.2,3977,10566,1960,2252,1726,1,5,3,1,1,1,0,None
1562,335.6,4221,18670,1940,3010,1474,1.5,7,3,2,0,1,1,None
1563,299.1,3762,5950,1960,2096,1966,1,9,3,1,1,1,2,None
1564,463.9,5835,4478,2008,3864,2138,2.5,7,4,2,1,1,0,None
1565,350.9,4414,5857,1963,2740,1849,1.5,8,3,1,2,1,1,None
1566,326.3,4104,6035,1960,2040,1692,1,6,3,1,1,1,0,Old
1567,355.8,4475,8526,1965,2068,1726,1,9,3,2,0,2,0,None
1568,273.9,3445,4207,1960,2480,1123,1,5,3,1,0,1,1,None
1569,312.5,3931,3718,1960,2379,1560,2,7,4,1,1,1,1,None
1570,360.6,4536,6761,1965,2258,1836,1,7,3,1,1,1,0,None
1571,380.6,4787,6505,1994,2356,1670,1,7,3,2,0,1,2,None
1572,377.5,4748,5494,1929,2750,1820,2,8,4,2,0,1,0,Old
1573,284.3,3576,6000,1960,2136,1726,1,6,3,1,1,1,0,None
1574,250.2,3147,3630,1935,2564,1081,1,6,2,1,0,1,0,None
1575,315.3,3966,4434,1988,2156,1350,2,8,3,1,1,1,0,None
1576,310,3899,6000,1960,2088,1521,1,7,3,1,1,1,0,None
1577,297.9,3747,4000,1980,2352,1104,1,8,4,2,0,1,0,None
1578,176.9,2225,1037,1920,2520,1680,2,6,3,1,0,1,0,None
1579,326.7,4109,12568,1950,3230,1747,1.5,11,4,1,1,1,2,None
1580,370.3,4658,6091,1960,2868,1589,1.5,7,4,2,1,1,0,None
1581,316.6,3982,6012,1967,2244,1320,2,6,3,1,1,1,0,None
1582,324.9,4087,5668,1960,2124,1487,1,7,4,2,0,2,0,None
1583,325.9,4099,5992,1964,2904,1566,1.5,8,3,2,1,1,1,None
1584,288,3623,3417,1960,2520,1306,1.5,6,3,1,1,1,1,None
1585,257.7,3241,4252,1960,2451,1123,1,6,3,1,0,1,1,None
1586,309.6,3894,6380,1965,2266,1726,1,7,3,1,1,2,0,None
1587,321.8,4048,5264,1958,2664,1481,1.5,8,3,1,1,1,1,Old
1588,343.1,4316,6000,1960,2196,2048,1,8,4,2,0,2,2,Recent
1589,270.3,3400,3166,1960,2647,1128,1,6,3,1,0,1,1,None
1590,309.9,3898,9861,1967,2048,1350,1,6,2,1,1,1,0,None
1591,274.2,3449,10539,1960,2528,1170,1,6,2,1,1,1,2,None
1592,314.2,3952,4331,1960,2438,1110,1,6,3,1,1,1,1,Recent
1593,333.5,4195,6104,1960,2328,1268,1.5,8,4,2,0,1,0,Recent
1594,262.3,3299,9358,1920,2244,1432,2,7,3,1,0,1,1,None
1595,397.2,4996,7998,1994,2229,1726,1,6,3,1,1,1,1,None
1596,315.6,3970,7038,1968,2563,1726,1,5,3,1,1,1,0,None
1597,289.2,3638,6000,1960,2096,1247,1,7,3,1,0,1,0,None
1598,329.8,4148,4477,1960,2040,1368,2,7,4,1,1,2,1,None
1599,412,5182,8919,1991,3190,2509,1.5,7,4,1,1,1,1,None
1600,288.3,3626,6000,1969,2088,1692,1,8,3,1,1,1,0,None
1601,309.5,3893,5554,1960,2432,1354,1.5,7,3,2,0,1,0,None
1602,265.3,3337,4297,1960,2496,1354,1.5,6,3,1,0,1,1,None
1603,275.3,3463,4905,1963,2926,1469,1.5,6,2,1,1,1,0,None
1604,283,3560,3108,1960,2616,1109,1,6,3,2,0,1,1,Recent
1605,328.4,4131,11081,1967,2272,1726,1,6,3,1,0,2,0,Old
1606,313.4,3942,6000,1960,2196,1726,1,6,3,1,1,1,0,None
1607,282.1,3548,6212,1960,2720,1469,1.5,4,1,1,0,1,0,None
1608,336.3,4230,6131,1965,2585,1479,1.5,7,3,2,0,1,1,None
1609,171.8,2161,2313,1912,1862,754,1,5,2,1,0,1,0,None
1610,231.1,2907,5657,1972,2160,1080,1,5,3,1,0,1,1,None
1611,301.2,3789,3200,1914,3128,1506,1.5,7,3,1,1,1,0,None
1612,420.7,5292,8501,1995,2664,1620,2,7,3,2,1,1,1,None
1613,293.8,3696,4357,1956,2830,1302,1,7,3,1,1,1,1,None
1614,301,3786,6000,1960,2280,1715,1,7,3,1,1,2,1,None
1615,354.8,4463,4770,1912,3939,2246,2,9,5,3,0,1,1,None
1616,337.5,4245,5755,1972,2112,1296,2,7,3,2,1,2,2,None
1617,344.1,4328,6557,1956,3039,1613,1.5,6,3,1,1,1,1,None
1618,346.2,4355,4527,1956,2240,1428,2,8,4,1,1,1,1,Recent
1619,262.1,3297,6713,1965,2194,1008,1,6,3,1,0,1,0,None
1620,418.4,5263,7996,1995,2604,1680,2,7,3,2,1,1,1,None
1621,288.4,3628,4500,1960,2104,1726,1,8,3,1,1,1,0,None
1622,289.3,3639,6000,1960,2172,1726,1,6,3,1,1,1,2,None
1623,283.8,3570,3803,1950,2434,1063,1,6,4,2,0,2,0,Old
1624,302.9,3810,5954,1960,2216,1343,1,6,3,1,1,1,0,None
1625,317.6,3995,8565,1965,2160,1726,1,10,5,2,0,2,0,None
1626,338.3,4255,6976,1965,2216,1877,1,8,3,2,0,1,2,None
1627,195.3,2456,4994,1920,2190,1440,2,7,4,1,0,1,0,None
1628,311.9,3923,6612,1965,2107,1487,1,7,3,1,1,2,0,None
1629,314.7,3958,9477,1967,2160,1726,1,7,4,1,1,1,0,None
1630,286.8,3607,4369,1960,2627,1384,1.5,6,3,2,0,1,1,None
1631,353.3,4444,6956,1965,2368,2007,1,7,3,2,0,2,0,None
1632,259.4,3263,4770,1957,2176,1040,1,5,2,1,0,1,0,None
1633,289.2,3638,4970,1963,2742,1469,1.5,7,3,2,0,1,0,None
1634,289.2,3638,6214,1963,2731,1438,1.5,6,3,2,0,1,0,None
1635,336.8,4236,5868,1960,2904,1875,1,8,4,2,0,1,0,None
1636,346.4,4357,4802,1959,2728,2160,2,7,4,2,0,1,0,None
1637,488.2,6141,18515,1989,4449,2511,2,9,3,3,0,1,2,None
1638,314.7,3958,5964,1920,2328,1149,1.5,6,2,1,1,1,0,Old
1639,326.9,4112,6000,1960,2209,1726,1,8,3,1,1,2,0,None
1640,319.9,4024,6025,1960,2085,1726,1,6,3,1,1,1,0,None
1641,460.3,5790,6072,2005,3057,1937,2,8,4,1,1,1,1,None
1642,283.4,3565,3801,1960,2596,1306,1.5,7,3,1,1,1,1,None
1643,318.1,4001,5654,1963,3007,1664,1.5,6,3,1,2,1,1,None
1644,292.8,3683,6470,1967,2156,1726,1,9,3,1,1,1,0,None
1645,263.9,3319,3967,1964,1434,1280,1,6,3,1,0,1,1,None
1646,333.7,4197,10438,1968,2016,1726,1,6,3,1,1,1,0,None
1647,271.6,3416,6073,1968,2131,1343,1,5,2,1,1,1,0,None
1648,315.2,3965,7274,1965,2292,1679,1,7,3,1,1,1,0,None
1649,369.3,4645,4784,1910,3410,2087,2,7,4,2,0,1,1,Recent
1650,324.2,4078,6612,1965,2328,1993,1,7,3,1,1,2,0,None
1651,510.3,6419,10502,1968,3846,3062,1,9,4,3,0,1,0,Recent
1652,350,4403,7140,1964,2313,1881,1,7,3,2,0,1,0,None
1653,360.6,4536,4933,1993,2014,1704,1,7,3,2,0,1,0,None
1654,311.9,3923,5352,1970,2098,1320,2,7,3,1,1,1,1,Recent
1655,297.7,3745,5952,1963,2592,1438,1.5,7,3,2,0,1,0,None
1656,344.6,4335,4000,1969,2474,2076,1,7,3,1,0,1,0,None
1657,260.1,3272,5744,1965,2032,984,1,5,3,1,0,1,0,None
1658,312,3924,5218,1960,2488,1306,1.5,6,3,2,0,1,1,None
1659,326.1,4102,6099,1960,2305,1320,2,8,4,2,1,2,0,None
1660,296.2,3726,4161,1927,2664,1350,2,7,4,1,1,1,1,None
1661,310.3,3903,6111,1959,2148,1726,1,8,4,1,1,2,0,None
1662,290.1,3649,3904,1960,2548,1306,1.5,7,3,2,0,1,1,None
1663,222.5,2799,2589,1920,1516,748,1.5,4,2,1,0,1,0,None
1664,561.8,7067,5832,2011,4331,2846,2,7,3,2,0,1,0,Recent
1665,305,3836,4276,1966,2796,1142,1,7,3,1,1,1,1,Recent
1666,315.3,3966,3828,1957,2700,1460,1.5,6,2,1,1,1,1,None
1667,266.3,3350,2706,1920,2928,1636,2,7,3,2,0,1,0,None
1668,444.6,5593,4851,2000,2957,1680,2,5,3,2,0,1,0,None
1669,287.9,3621,4106,1954,3100,1495,1.5,4,2,1,0,1,1,None
1670,293.3,3689,5563,1960,2233,2129,1,7,3,1,0,1,0,None
1671,333.8,4199,6166,1960,2232,1726,1,7,4,2,0,1,1,Recent
1672,286.2,3600,6067,1963,2592,1438,1.5,9,4,2,0,1,0,None
1673,326.9,4112,9095,1965,2144,1726,1,6,3,1,1,1,0,None
1674,322.9,4062,6612,1965,2847,2086,1,10,4,1,1,1,2,None
1675,352.1,4429,8085,1960,2862,2166,1,6,3,1,1,1,0,None
1676,276.9,3483,6569,1964,2016,1726,1,8,4,1,1,1,0,None
1677,285.2,3587,5202,1960,2352,1306,1.5,6,3,2,0,1,1,None
1678,330.6,4158,5691,1960,2423,1603,1.5,6,3,1,1,1,1,None
1679,272,3421,3200,1908,2856,1872,2,6,3,2,0,1,0,None
1680,298.1,3750,4193,1950,2192,1400,2,7,4,1,1,1,1,None
1681,275.9,3470,4237,1950,2436,1068,1,6,3,1,1,1,1,None
1682,272.1,3423,6408,1940,3544,1494,1,6,3,1,0,1,1,Old
1683,275.2,3462,4598,1960,2140,1088,1,5,3,1,1,1,1,None
1684,299,3761,4941,1911,2700,1530,2,8,5,1,0,1,0,None
1685,234,2943,3738,1928,1694,1148,1.5,6,3,1,0,1,0,None
1686,298,3748,6594,1961,2640,1469,1.5,5,2,1,1,1,0,None
1687,500,6290,8000,1966,4400,3494,1,12,6,4,0,2,2,None
1688,277.4,3489,6291,1963,2682,1438,1.5,4,1,1,0,1,0,None
1689,203.7,2562,3556,1920,2184,1047,1.5,5,3,1,0,1,0,None
1690,297,3736,7877,1920,1922,966,1,5,2,2,0,1,0,None
1691,250.9,3156,5466,1924,2223,952,1,5,2,1,0,1,0,None
1692,289.8,3645,4240,1960,2848,1347,1,6,3,1,1,1,1,None
1693,290.2,3650,6035,1960,2120,1692,1,6,3,1,1,1,0,None
1694,288.2,3625,4084,1960,2106,1352,2,6,4,1,1,1,1,None
1695,335.7,4223,8968,1965,2432,1794,1,7,3,1,1,1,1,None
1696,389.4,4898,4988,1989,2604,1640,2,8,4,1,1,1,1,None
1697,304.9,3835,4002,1972,2686,1741,2,7,3,1,1,1,0,None
1698,246.3,3098,9282,1920,2065,1122,2,6,3,2,0,1,0,None
1699,343.5,4321,14521,1966,2588,1487,1,7,3,2,0,1,1,None
1700,426.3,5362,9661,1963,2884,1721,1.5,8,3,3,0,1,0,Recent
1701,318.3,4004,4632,1950,2886,1346,1,6,4,1,0,1,0,None
1702,343,4314,7324,1969,2850,1503,1.5,6,4,1,1,1,2,None
1703,366.5,4610,5861,1986,2706,1419,1.5,8,4,2,0,1,0,None
1704,325.7,4097,5113,1960,2386,1056,1,6,2,2,0,1,1,None
1705,281.5,3541,4107,1960,2542,1123,1,6,3,1,0,1,1,None
1706,475.2,5978,8000,1984,3981,2446,2,7,4,1,2,1,1,Old
1707,243.1,3058,3701,1914,2017,1172,2,6,3,1,1,1,0,Old
1708,317.3,3991,6651,1950,2252,1492,2,6,3,2,0,1,1,Old
1709,201.8,2538,5979,1912,1308,853,1,5,1,1,0,1,0,Old
1710,434.6,5467,9689,1983,3576,2685,1,10,6,2,2,2,0,Old
1711,195.1,2454,2800,1925,2606,1220,1.5,6,2,1,1,1,1,None
1712,217.3,2733,3900,1940,2499,1081,1,6,2,1,0,1,0,None
1713,326,4101,4283,1931,2810,1628,2,7,4,2,0,1,1,Old
1714,296.9,3735,3644,1955,2386,1325,1.5,6,3,2,0,1,1,None
1715,284.2,3575,4042,1955,2505,1315,1,6,3,2,0,1,1,None
1716,282.2,3550,5753,1921,2722,1216,1,6,3,1,0,1,0,None
1717,457.7,5757,3356,2011,4176,2552,2,8,4,2,1,1,1,Recent
1718,266.7,3355,4591,1958,2396,1064,1,6,3,1,1,1,1,None
