TARGET_B,ID,TARGET_D,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCatStarAll,DemCluster,DemAge,DemMedHomeValue,DemPctVeterans,DemMedIncome,StatusCat96NK_E,StatusCat96NK_F,StatusCat96NK_L,StatusCat96NK_N,StatusCat96NK_S,DemHomeOwner_U,DemGender_M,DemGender_U
0,17961,,2,15,0,9,10.0,12.0,8.8,,16,126,12,32,74,5,5,32,1,47,,45100.0,19,36806.0,0,0,0,0,0,1,0,0
0,18055,,3,6,1,3,20.0,15.0,9.5,10.0,27,65,11,30,43,5,14,17,0,47,,53600.0,25,41021.0,0,0,0,0,0,1,1,0
0,188333,,0,9,0,4,25.0,0.0,16.0,,6,85,23,23,68,8,8,27,1,50,73.0,43700.0,30,0.0,0,0,0,0,0,1,0,1
0,17988,,3,15,2,9,20.0,25.67,19.73,25.0,18,117,13,30,71,5,14,29,1,50,,39600.0,21,28519.0,0,0,0,0,1,0,1,0
0,18019,,1,1,1,1,20.0,20.0,20.0,20.0,25,25,7,17,15,3,7,6,0,39,29.0,58700.0,24,43818.0,0,0,0,1,0,0,1,0
1,18038,16.0,2,8,2,7,16.0,15.5,12.38,15.5,25,77,11,32,60,6,17,22,1,47,,54800.0,30,0.0,0,0,0,0,0,1,0,1
0,18067,,2,9,0,6,15.0,13.5,8.0,,19,130,12,26,61,5,5,24,1,47,67.0,62500.0,27,44461.0,0,0,0,0,0,0,0,0
1,18104,12.0,3,11,1,8,13.0,12.33,10.55,13.0,16,123,13,30,67,6,13,29,1,22,43.0,91500.0,18,59375.0,0,0,0,0,1,1,1,0
1,18089,25.0,5,9,5,8,17.0,16.6,13.78,16.6,21,76,14,32,55,6,16,22,1,22,47.0,99400.0,19,59375.0,0,0,0,0,0,0,1,0
0,18091,,3,9,1,6,25.0,21.67,15.78,20.0,27,81,11,32,58,5,16,23,1,22,61.0,81000.0,34,59375.0,0,0,0,0,0,0,1,0
0,18115,,1,7,0,5,25.0,25.0,18.14,,18,104,15,29,62,6,6,25,1,47,56.0,59600.0,15,42313.0,0,0,0,0,0,0,0,0
0,17023,,1,1,1,1,23.0,23.0,23.0,23.0,17,17,11,16,14,5,7,6,0,40,25.0,71700.0,36,42313.0,0,1,0,0,0,0,0,0
0,18126,,5,8,4,7,10.0,11.2,9.63,11.5,20,53,13,32,43,6,16,18,1,44,,73300.0,19,0.0,0,0,0,0,1,1,0,0
1,18196,12.0,6,43,2,17,13.0,11.33,7.47,10.0,15,127,12,34,80,5,16,32,1,36,,46900.0,28,40493.0,0,0,0,0,1,1,1,0
0,18182,,2,2,2,2,20.0,17.5,17.5,17.5,21,36,10,28,28,4,12,11,0,36,,46900.0,28,40493.0,0,0,0,0,0,1,0,0
0,18207,,2,2,1,1,15.0,12.5,12.5,10.0,17,29,11,24,22,4,10,9,0,36,,58200.0,37,37509.0,0,0,0,0,0,1,0,0
1,13782,10.0,2,23,1,14,10.0,15.0,18.04,20.0,6,130,25,45,98,5,14,33,1,0,83.0,48500.0,0,37127.0,0,0,0,0,0,0,0,0
0,18229,,2,13,0,8,50.0,50.0,21.15,,18,119,13,35,76,6,6,34,1,34,52.0,74200.0,26,0.0,0,0,0,0,0,1,0,0
1,18266,5.0,9,28,7,19,5.0,5.0,5.0,5.0,17,92,13,30,62,6,17,27,1,30,72.0,48700.0,27,33629.0,0,0,0,0,1,0,1,0
1,18257,5.0,4,9,4,6,1.0,4.75,4.0,4.75,15,44,16,33,37,6,14,14,1,38,,48700.0,27,33629.0,0,0,0,0,0,0,1,0
0,18262,,11,18,7,10,8.0,6.55,6.11,6.29,18,55,14,35,47,6,17,19,1,24,63.0,79000.0,37,33629.0,0,0,0,0,1,1,1,0
0,18283,,4,9,2,3,12.0,10.25,8.78,9.5,16,103,9,28,46,4,13,17,0,31,,32200.0,0,0.0,0,0,0,0,0,1,1,0
1,18322,10.0,4,8,3,6,11.0,9.5,7.38,9.67,17,56,13,31,41,6,14,17,1,42,73.0,80700.0,32,36402.0,0,0,0,0,1,0,1,0
0,18341,,2,9,2,5,20.0,14.5,8.22,14.5,21,85,12,31,41,6,15,18,1,47,59.0,46900.0,25,32201.0,0,0,0,0,0,0,0,0
1,18339,10.0,3,3,1,1,10.0,10.0,10.0,5.0,18,32,12,26,24,6,12,10,0,47,49.0,46900.0,25,32201.0,0,0,0,0,0,1,1,0
0,18351,,1,5,0,3,16.0,16.0,12.4,,24,79,9,24,47,4,4,17,1,47,40.0,47300.0,24,45078.0,0,0,0,0,0,1,0,0
1,18359,10.0,4,18,0,8,10.0,8.25,6.44,,15,130,14,34,75,6,6,31,1,50,,41200.0,14,27259.0,0,0,0,0,1,1,0,0
1,187959,10.0,4,34,3,20,11.0,9.5,7.5,9.33,19,80,7,15,34,2,6,14,1,40,,102400.0,32,0.0,1,0,0,0,0,1,0,1
0,18428,,6,14,2,5,5.0,7.83,7.29,10.0,19,52,15,37,45,6,17,18,1,40,70.0,86700.0,28,46776.0,0,0,0,0,1,0,0,0
1,18425,7.0,3,4,3,3,8.0,6.0,7.0,6.0,16,29,12,25,24,6,12,10,1,40,,87000.0,30,46776.0,0,0,0,0,0,1,0,0
1,18438,5.0,7,17,3,10,5.0,5.0,4.18,5.0,16,113,13,33,66,6,17,28,1,46,69.0,120500.0,46,60885.0,0,0,0,0,1,0,1,0
0,18454,,4,16,1,10,11.0,11.5,7.69,10.0,15,128,14,32,71,6,14,32,1,46,,77300.0,32,40556.0,0,0,0,0,1,1,1,0
1,18466,6.0,4,14,3,7,5.0,5.0,3.93,5.0,15,68,11,26,46,5,12,18,1,47,39.0,59400.0,30,44250.0,0,0,0,0,1,0,0,0
0,18471,,4,14,3,7,18.0,13.25,7.29,12.33,21,68,12,33,55,6,17,23,1,40,39.0,86700.0,30,0.0,0,0,0,0,1,1,1,0
0,18498,,3,4,3,3,20.0,11.0,9.0,11.0,16,29,13,26,26,6,12,10,1,41,71.0,44200.0,32,0.0,0,0,0,0,0,1,0,0
1,18508,6.0,4,6,1,1,10.0,6.25,6.67,5.0,18,40,13,33,35,6,15,14,1,36,,63500.0,26,50251.0,0,0,0,0,0,1,0,0
1,18543,14.0,5,11,4,6,14.0,11.6,9.09,11.5,17,87,14,35,57,6,17,23,1,36,37.0,50600.0,36,45282.0,0,0,0,0,1,1,0,0
1,18534,15.0,1,1,0,0,25.0,25.0,25.0,,16,16,13,18,15,6,6,7,0,36,46.0,57600.0,27,0.0,0,1,0,0,0,1,0,0
0,18559,,2,14,1,8,8.0,9.0,6.29,11.0,18,112,14,30,68,6,12,24,1,36,,57200.0,35,41063.0,0,0,0,0,1,1,1,0
1,19789,10.0,2,3,0,0,10.0,10.0,10.0,,19,24,14,26,25,6,6,9,0,40,53.0,35500.0,35,50628.0,0,0,0,1,0,1,1,0
1,18581,12.0,1,16,0,10,12.0,12.0,4.63,,18,124,11,26,58,4,4,25,1,44,53.0,77500.0,24,50628.0,0,0,0,0,0,0,0,0
0,18585,,3,19,1,13,27.0,25.67,10.37,25.0,18,130,14,35,79,6,16,32,1,41,45.0,68900.0,33,50628.0,0,0,0,0,1,1,0,0
1,18584,12.0,1,10,1,6,14.0,14.0,10.6,14.0,21,130,14,33,68,5,13,28,0,27,75.0,67100.0,49,50628.0,0,0,0,0,0,0,0,0
0,18610,,4,20,3,10,10.0,6.5,6.45,7.0,17,123,14,36,75,6,17,32,1,40,69.0,79700.0,30,55991.0,0,0,0,0,1,0,0,0
0,18611,,6,28,4,20,5.0,5.0,4.36,5.0,23,127,12,33,74,6,16,31,1,41,62.0,39700.0,32,55991.0,0,0,0,0,1,1,0,0
1,18607,23.0,1,13,0,8,17.0,17.0,7.77,,26,125,9,28,67,4,4,27,1,40,37.0,79700.0,30,55991.0,0,0,0,0,0,0,1,0
1,18609,10.0,1,8,1,6,20.0,20.0,14.0,20.0,23,128,10,27,62,4,11,26,0,35,48.0,120800.0,30,55991.0,0,0,0,0,0,0,0,0
1,19623,14.0,5,15,5,10,10.0,8.2,6.53,8.2,18,62,14,36,52,6,17,21,1,34,35.0,107000.0,32,0.0,0,0,0,0,1,1,0,0
1,18802,20.0,2,6,1,4,20.0,20.0,14.5,20.0,16,87,13,34,60,6,16,23,0,40,46.0,112800.0,32,92715.0,0,0,0,0,0,0,1,0
0,18640,,3,4,1,1,15.0,11.67,11.25,15.0,19,28,12,26,24,6,13,11,0,34,49.0,130700.0,36,61112.0,0,0,0,0,0,0,0,0
0,18657,,3,20,2,12,13.0,12.67,8.4,12.5,16,112,12,32,76,5,15,29,1,43,51.0,43300.0,26,38681.0,0,0,0,0,0,0,0,0
1,18664,15.0,1,1,1,1,20.0,20.0,20.0,20.0,17,17,10,15,13,4,6,5,0,36,59.0,51900.0,24,36337.0,0,1,0,0,0,0,1,0
0,18676,,3,19,3,18,10.0,10.0,9.26,10.0,21,130,8,22,68,4,11,27,1,36,53.0,76100.0,25,36337.0,0,0,0,0,1,0,1,0
1,18694,5.0,1,7,0,2,15.0,15.0,6.14,,26,81,9,26,48,4,4,19,0,30,68.0,32000.0,34,36344.0,0,0,0,0,0,0,1,0
0,18700,,3,14,1,7,10.0,10.67,10.5,12.0,18,130,13,31,71,4,13,28,1,32,68.0,49900.0,30,0.0,0,0,0,0,0,1,1,0
0,18732,,4,13,1,8,7.0,5.5,4.23,7.0,17,125,10,27,56,4,11,23,1,23,48.0,86700.0,41,46557.0,0,0,0,0,1,0,1,0
0,18740,,3,3,3,3,15.0,13.67,13.67,13.67,21,29,12,25,24,6,13,11,0,40,77.0,65700.0,29,57099.0,0,0,0,0,0,0,0,0
0,18757,,7,19,5,12,11.0,10.14,7.95,10.2,25,69,12,32,52,6,17,22,1,27,,65900.0,35,0.0,0,0,0,0,1,1,0,0
0,18753,,1,3,0,1,50.0,35.0,35.0,,18,57,13,30,42,6,6,17,0,27,38.0,68000.0,30,57099.0,0,0,0,0,0,0,1,0
1,18761,15.0,4,12,2,6,14.0,12.5,9.08,12.5,22,76,12,34,58,6,17,23,1,40,49.0,71400.0,25,57099.0,0,0,0,0,1,0,0,0
1,18750,20.0,3,6,2,3,15.0,13.33,12.5,12.5,25,53,11,33,41,6,17,18,1,36,45.0,48200.0,26,0.0,0,0,0,0,0,1,0,0
0,18770,,4,7,1,2,10.0,10.0,7.86,10.0,15,62,13,33,44,6,15,18,0,44,86.0,71300.0,27,37188.0,0,0,0,0,0,0,0,0
1,187750,5.0,4,12,2,7,10.0,8.75,10.83,7.5,18,53,7,15,23,2,6,9,0,40,,95800.0,35,0.0,1,0,0,0,0,1,0,1
1,187691,10.0,5,9,2,5,6.0,5.2,4.22,5.0,18,44,6,14,16,2,6,8,0,40,,87200.0,26,0.0,1,0,0,0,0,1,0,0
0,18787,,1,7,1,2,15.0,18.0,15.0,18.0,18,62,13,32,48,6,16,20,0,40,,121200.0,32,78964.0,0,0,0,0,0,0,0,0
0,18817,,4,5,2,2,10.0,6.5,6.0,7.5,17,33,12,28,28,6,13,11,0,51,63.0,55500.0,27,45435.0,0,0,0,0,0,0,0,0
1,18836,30.0,2,9,1,5,25.0,20.0,10.89,25.0,20,128,13,35,63,6,17,29,0,41,60.0,55200.0,34,43669.0,0,0,0,0,0,0,0,0
0,21176,,2,2,2,2,20.0,15.0,15.0,15.0,20,29,12,25,25,4,10,9,0,25,23.0,43700.0,37,44986.0,0,0,0,0,0,0,1,0
1,18896,20.0,4,5,2,3,12.0,13.25,11.6,15.5,18,41,15,35,38,6,15,14,0,40,62.0,81600.0,42,44986.0,0,0,0,0,0,0,1,0
0,18952,,1,10,1,6,15.0,15.0,12.0,15.0,16,105,14,33,68,6,15,27,0,12,54.0,129800.0,32,73728.0,0,0,0,0,0,0,0,0
1,18953,11.0,6,15,3,11,11.0,10.0,7.33,11.33,17,113,13,32,66,6,15,27,1,14,54.0,109300.0,29,73728.0,0,0,0,0,1,0,0,0
1,190387,25.0,1,3,1,2,25.0,25.0,18.33,25.0,19,43,4,12,15,2,6,8,1,35,,198900.0,30,0.0,1,0,0,0,0,1,0,0
1,19020,19.0,3,5,2,3,10.0,17.0,16.2,17.0,15,41,14,35,39,6,16,15,0,34,69.0,158800.0,31,47598.0,0,0,0,0,0,0,0,0
1,25214,25.0,2,6,0,3,15.0,15.0,12.0,,25,57,11,33,46,6,6,20,0,35,46.0,182300.0,40,47598.0,0,0,0,0,0,0,0,0
0,19068,,4,14,3,8,15.0,15.0,11.29,15.0,26,111,11,30,66,5,15,27,1,36,61.0,62400.0,22,51815.0,0,0,0,0,0,0,0,0
1,19071,5.0,10,35,7,21,5.0,5.1,5.0,5.14,17,126,12,31,78,6,17,33,1,40,56.0,69700.0,26,51815.0,0,0,0,0,1,0,0,0
1,19129,5.0,3,9,1,5,10.0,11.33,11.33,10.0,17,81,13,31,57,6,13,20,1,36,55.0,53800.0,33,41976.0,0,0,0,0,1,1,0,0
1,14598,50.0,2,24,0,6,26.0,27.5,20.17,,5,126,25,42,101,4,4,28,1,38,83.0,51000.0,51,40364.0,0,0,0,0,0,0,1,0
1,56773,8.0,7,14,4,7,5.0,10.14,8.71,11.5,20,56,12,32,43,4,14,18,1,14,45.0,70700.0,17,47385.0,0,0,0,0,1,0,0,1
0,19214,,2,11,1,9,17.0,16.0,9.73,15.0,25,126,11,31,69,4,13,28,1,0,56.0,79900.0,0,47572.0,0,0,0,0,0,0,0,0
1,19208,18.0,3,12,1,4,20.0,18.0,11.08,20.0,15,80,13,33,59,6,15,23,1,0,,67000.0,0,47572.0,0,0,0,0,0,0,0,0
0,190777,,2,5,1,3,10.0,15.0,10.2,10.0,19,44,13,32,37,6,15,15,0,0,63.0,64500.0,0,47572.0,0,0,0,0,0,1,1,0
1,19235,25.0,1,6,0,2,20.0,20.0,15.33,,20,79,13,29,55,4,4,20,0,37,76.0,53800.0,37,40567.0,0,0,0,0,0,0,1,0
0,19241,,3,14,0,6,10.0,9.33,5.0,,19,122,12,32,67,5,5,28,1,34,,76000.0,30,0.0,0,0,0,0,1,1,0,0
1,19260,17.5,2,4,1,2,16.0,13.0,8.0,16.0,16,74,12,26,34,5,10,13,0,40,53.0,61000.0,39,42620.0,0,0,0,0,0,1,0,0
1,187343,50.0,2,3,2,3,15.0,12.5,15.0,12.5,15,24,6,11,10,2,5,5,1,36,,53700.0,43,0.0,1,0,0,0,0,1,0,1
0,19284,,3,4,1,2,25.0,21.0,19.5,17.0,19,56,13,31,40,6,14,16,0,39,49.0,51700.0,20,47612.0,0,0,0,0,0,0,1,0
0,19324,,3,7,3,4,6.0,26.67,19.71,26.67,15,69,13,34,55,6,16,20,0,35,37.0,139300.0,28,0.0,0,0,0,0,0,1,0,1
1,19323,16.87,1,4,1,2,42.0,42.0,31.75,42.0,24,65,11,31,48,6,15,19,0,42,73.0,74000.0,37,66080.0,0,0,0,0,0,0,1,0
0,190112,,5,5,4,4,10.0,8.0,8.0,7.5,16,32,4,11,12,2,6,6,1,42,,88300.0,30,0.0,1,0,0,0,0,1,0,1
0,19363,,7,10,3,4,10.0,16.43,15.6,16.33,18,41,13,33,39,6,16,15,1,27,,66700.0,18,37312.0,0,0,0,0,1,1,0,0
0,19491,,1,15,0,9,15.0,15.0,8.0,,20,128,11,21,63,4,4,24,1,23,27.0,54400.0,28,0.0,0,0,0,0,0,1,0,0
0,19418,,1,5,1,3,25.0,25.0,16.4,25.0,18,75,14,29,45,5,13,17,0,32,68.0,41900.0,15,30591.0,0,0,0,0,0,0,0,0
0,19402,,4,5,3,3,10.0,8.75,7.8,8.33,18,33,13,27,27,6,13,11,1,21,,48300.0,42,0.0,0,0,0,0,0,1,1,0
1,19490,10.0,3,14,1,8,10.0,10.0,10.43,10.0,18,129,13,34,65,6,16,30,1,27,55.0,73900.0,47,67850.0,0,0,0,0,1,0,0,0
0,19495,,1,1,1,1,20.0,20.0,20.0,20.0,17,17,12,17,15,4,6,5,0,24,58.0,97200.0,37,85664.0,0,1,0,0,0,0,0,0
0,19498,,2,2,1,1,22.0,21.0,21.0,20.0,17,28,11,24,22,5,11,10,0,24,59.0,127500.0,38,85664.0,0,0,0,0,0,0,1,0
0,10211,,0,12,0,5,10.0,0.0,15.58,,4,99,33,33,92,7,7,27,1,25,53.0,71900.0,28,85664.0,0,0,0,0,0,0,0,0
1,19510,12.5,2,4,1,2,15.0,13.0,11.0,15.0,16,105,10,20,35,4,7,13,0,24,77.0,244100.0,45,85664.0,0,0,0,0,0,0,1,0
0,39972,,1,2,0,1,17.0,17.0,16.0,,26,41,9,29,31,4,4,13,0,17,35.0,85600.0,24,43620.0,0,0,0,0,0,1,0,0
0,19573,,6,10,6,7,10.0,9.5,9.0,9.5,17,45,14,34,40,6,17,17,1,40,41.0,58000.0,36,53204.0,0,0,0,0,0,0,0,0
1,19581,25.0,2,34,1,17,25.0,25.0,6.65,25.0,20,124,13,33,76,6,16,33,1,18,60.0,82100.0,37,53204.0,0,0,0,0,0,0,0,0
0,19608,,4,17,3,11,10.0,9.5,7.0,9.33,18,127,15,37,77,6,17,35,1,12,74.0,88900.0,35,51792.0,0,0,0,0,0,0,0,0
1,19621,21.0,3,4,2,2,19.0,14.33,12.0,12.0,15,44,12,28,35,3,10,12,0,32,70.0,51700.0,27,46573.0,1,0,0,0,0,0,0,0
1,19641,30.0,2,2,0,0,25.0,17.5,17.5,,19,27,13,27,24,6,6,11,0,18,53.0,56200.0,23,41391.0,0,0,0,0,0,0,0,0
1,19664,10.0,2,2,2,2,21.0,18.0,18.0,18.0,17,24,13,23,21,6,11,9,0,14,74.0,228200.0,32,85823.0,0,0,0,1,0,0,1,0
0,19662,,1,1,1,1,20.0,20.0,20.0,20.0,20,20,11,18,16,4,7,6,0,14,56.0,138300.0,31,85823.0,0,1,0,0,0,0,0,0
0,19686,,4,11,2,6,11.0,11.0,8.45,11.5,19,105,13,34,56,6,17,26,1,22,61.0,140400.0,25,85823.0,0,0,0,0,1,0,0,0
0,19680,,4,6,0,1,7.0,6.0,5.33,,18,68,12,23,34,6,6,13,0,12,71.0,100100.0,22,85823.0,0,0,0,0,0,0,0,0
1,18948,17.0,2,15,2,7,15.0,15.5,13.4,15.5,24,81,12,32,55,6,17,23,1,11,41.0,113600.0,21,57708.0,0,0,0,0,0,1,0,1
0,19739,,3,8,0,3,25.0,24.0,16.63,,18,77,14,35,59,6,6,22,1,35,,145000.0,22,62283.0,0,0,0,0,1,1,0,0
0,185254,,1,10,0,4,20.0,15.0,12.2,,4,85,23,43,71,5,5,23,0,35,,124900.0,23,0.0,0,0,0,0,0,1,1,0
0,19751,,4,5,2,2,6.0,8.5,8.0,9.0,15,32,15,27,27,6,11,9,0,35,,124900.0,23,71376.0,0,0,0,0,0,0,0,0
1,19779,15.0,3,8,1,4,30.0,23.33,17.63,30.0,17,80,13,34,60,6,16,23,0,14,54.0,128500.0,28,90527.0,0,0,0,0,0,0,1,0
1,19499,20.0,1,2,1,1,25.0,25.0,22.5,25.0,16,31,16,30,27,6,12,10,0,22,,85400.0,20,0.0,0,0,0,0,0,1,0,0
0,16785,,1,1,1,1,25.0,25.0,25.0,25.0,20,20,13,20,18,5,8,7,0,12,,123300.0,30,101173.0,0,1,0,0,0,1,0,1
0,19843,,2,12,2,10,15.0,17.5,10.92,17.5,23,105,12,32,66,6,16,27,1,32,,61400.0,32,34773.0,0,0,0,0,0,0,1,0
1,19864,5.0,6,7,3,3,7.0,5.67,5.29,5.0,18,40,13,33,33,6,15,14,0,27,57.0,63200.0,44,44357.0,0,0,0,0,0,0,1,0
0,19856,,2,2,1,1,50.0,30.0,30.0,10.0,18,29,13,27,25,6,13,11,0,24,57.0,90200.0,58,44357.0,0,0,0,0,0,0,0,1
0,19891,,3,6,1,3,20.0,18.67,13.5,21.0,18,67,15,34,44,6,14,18,0,24,,75300.0,40,44395.0,0,0,0,0,0,1,1,0
0,19947,,3,6,1,2,5.0,11.33,11.0,14.0,19,52,12,33,42,5,15,17,0,27,,69200.0,40,56512.0,0,0,0,0,0,1,0,0
0,19976,,1,18,1,13,11.0,11.0,5.83,11.0,16,122,13,31,75,4,12,28,1,40,55.0,98300.0,29,40669.0,0,0,0,0,0,0,0,0
1,20031,50.0,1,1,1,1,50.0,50.0,50.0,50.0,17,17,11,16,14,5,7,6,1,40,31.0,75400.0,27,40669.0,0,1,0,0,0,1,0,0
0,19992,,1,6,0,5,15.0,15.0,8.83,,18,80,13,32,47,6,6,20,0,24,,97300.0,30,46591.0,0,0,0,0,0,0,1,0
1,20015,20.0,1,8,0,2,21.0,21.0,13.38,,23,63,12,31,53,6,6,20,0,27,44.0,97300.0,31,0.0,0,0,0,0,0,1,0,1
0,20008,,1,3,0,1,20.0,20.0,13.33,,21,41,13,32,34,6,6,13,0,27,60.0,55700.0,40,46591.0,0,0,0,0,0,0,0,0
0,19961,,3,4,0,1,15.0,13.33,11.25,,15,41,14,31,35,5,5,11,0,27,,72200.0,33,43280.0,0,0,0,0,0,1,1,0
1,20065,40.0,2,7,0,3,24.0,32.0,20.86,,25,77,13,32,56,6,6,21,1,40,44.0,72200.0,28,0.0,0,0,0,0,1,1,0,1
0,20029,,1,1,0,0,15.0,15.0,15.0,,16,16,10,15,12,4,4,5,0,40,47.0,72200.0,28,43280.0,0,1,0,0,0,0,1,0
1,20106,12.0,4,4,3,3,14.0,12.0,12.0,12.0,17,35,12,26,26,6,14,12,0,46,71.0,94900.0,34,45690.0,0,0,0,0,0,0,1,0
0,20110,,4,12,1,3,10.0,8.5,6.83,8.0,19,62,14,36,54,6,17,21,0,47,50.0,53100.0,29,45690.0,0,0,0,0,0,0,0,0
0,20130,,5,21,2,11,10.0,4.4,2.43,3.0,20,130,14,33,59,6,15,26,1,47,83.0,49500.0,27,37819.0,0,0,0,0,1,1,0,0
0,21401,,2,16,0,7,50.0,32.5,23.13,,18,111,13,35,75,6,6,31,1,36,53.0,0.0,28,0.0,0,0,0,0,1,0,1,0
1,20167,25.0,3,3,3,3,25.0,18.33,18.33,18.33,17,35,13,30,29,6,15,13,0,47,,45100.0,22,0.0,0,0,0,0,0,1,1,0
1,20178,25.0,3,3,2,2,25.0,25.67,25.67,25.0,16,23,14,22,20,6,10,8,0,50,41.0,40300.0,21,31294.0,0,0,0,1,0,1,1,0
0,20188,,3,31,3,12,5.0,5.0,3.9,5.0,23,81,11,28,63,5,14,23,1,47,,41900.0,25,34881.0,0,0,0,0,1,1,1,0
1,20194,10.0,5,5,4,4,7.0,6.2,6.2,6.0,15,28,13,25,24,5,10,9,1,41,61.0,39900.0,32,34923.0,0,0,0,0,0,0,0,0
1,20237,13.0,1,15,0,12,13.0,13.0,6.27,,26,129,9,28,69,4,4,28,1,40,45.0,67400.0,29,39564.0,0,0,0,0,0,0,0,0
1,19986,10.0,5,8,3,5,10.0,10.0,9.0,10.0,16,45,14,34,38,6,15,15,0,39,27.0,39700.0,2,29717.0,0,0,0,0,0,0,1,0
1,20302,1.0,8,34,6,17,3.0,4.88,3.82,5.0,15,93,13,31,68,6,17,27,1,50,,40100.0,22,36932.0,0,0,0,0,1,0,0,1
1,20341,3.0,5,13,2,8,7.0,7.4,7.23,7.0,15,99,11,26,54,5,11,23,1,23,49.0,142700.0,58,66263.0,0,0,0,0,1,0,1,0
0,24330,,4,4,2,2,7.0,8.0,8.0,8.5,15,32,12,24,24,5,9,8,0,39,,134600.0,36,0.0,0,0,0,0,0,1,0,0
1,20338,12.5,2,11,0,5,11.0,8.0,8.64,,16,113,13,31,68,5,5,27,1,23,74.0,199100.0,64,66263.0,0,0,0,0,0,0,1,0
0,20334,,3,5,2,4,14.0,13.0,9.8,12.0,16,73,14,27,42,6,11,15,0,28,,107000.0,43,66263.0,0,0,0,0,0,1,0,1
1,190410,9.0,4,41,2,24,9.0,10.0,8.68,9.5,23,112,4,12,44,2,6,20,1,28,,107000.0,43,0.0,1,0,0,0,0,1,0,0
1,187318,18.0,2,2,2,2,15.0,12.5,12.5,12.5,20,24,6,11,11,2,5,5,0,37,,55000.0,31,0.0,1,0,0,0,0,1,0,0
1,147529,20.0,2,8,1,4,25.0,27.5,25.0,30.0,25,104,13,32,55,6,16,24,1,11,59.0,27900.0,21,30432.0,0,0,0,0,0,0,0,0
0,14752,,2,20,1,8,12.0,11.0,13.2,10.0,26,108,10,30,85,4,13,32,1,36,33.0,45500.0,41,35776.0,0,0,0,0,0,1,0,0
1,20401,30.0,2,6,2,4,20.0,22.5,16.17,22.5,26,57,11,33,46,5,16,19,1,50,65.0,47600.0,22,41771.0,0,0,0,0,0,0,0,0
1,20424,15.0,3,9,1,6,14.0,14.0,9.78,17.0,19,113,16,35,63,6,14,26,0,28,76.0,90300.0,36,51649.0,0,0,0,0,0,1,1,0
0,20407,,0,1,0,0,25.0,0.0,25.0,,23,23,10,10,15,4,4,6,0,28,70.0,90300.0,36,51649.0,0,0,0,1,0,1,0,0
1,145899,20.0,3,3,1,1,20.0,14.0,14.0,20.0,21,32,13,27,26,6,13,11,0,17,,149100.0,37,0.0,0,0,0,0,0,1,0,0
1,20438,10.0,6,7,2,2,10.0,7.33,7.14,7.5,15,33,14,32,32,6,15,13,0,39,71.0,50900.0,34,31004.0,0,0,0,0,0,0,1,0
1,20445,20.0,2,5,0,2,25.0,22.5,17.6,,16,68,12,29,48,5,5,18,1,32,59.0,57200.0,32,31004.0,0,0,0,0,0,0,1,0
0,23978,,9,29,8,15,4.0,3.78,4.93,3.75,18,79,12,30,56,6,17,24,1,50,,54300.0,15,0.0,0,0,0,0,1,1,0,0
0,20083,,4,6,4,4,11.0,6.5,6.17,6.5,21,29,14,27,28,6,13,11,1,51,,36100.0,24,0.0,0,0,0,0,0,1,1,0
1,20488,14.0,3,18,2,10,10.0,9.33,6.22,9.0,16,67,13,31,54,5,14,21,1,36,55.0,42500.0,34,26953.0,0,0,0,0,1,1,1,0
0,6777,,2,60,1,18,16.0,18.5,10.47,18.0,17,111,30,47,105,6,15,27,1,28,,81300.0,32,46083.0,0,0,0,0,0,1,0,0
1,20522,15.0,1,1,1,1,15.0,15.0,15.0,15.0,17,17,10,15,13,4,6,5,0,35,47.0,120300.0,46,52238.0,0,1,0,0,0,1,1,0
1,20583,14.0,4,15,3,8,13.0,12.0,8.13,11.67,18,111,14,28,63,6,13,24,1,24,69.0,81000.0,41,65734.0,0,0,0,0,1,0,0,0
1,20533,25.0,3,4,3,3,19.0,18.0,15.75,18.0,21,37,12,30,31,6,15,13,0,35,49.0,73800.0,39,65734.0,0,0,0,0,0,1,1,0
0,20573,,1,3,0,1,25.0,25.0,20.0,,23,53,7,25,36,4,4,14,0,24,61.0,231300.0,40,65734.0,0,0,0,0,0,0,0,0
0,185114,,2,39,1,11,100.0,162.5,96.79,125.0,6,111,35,57,139,6,17,32,1,24,79.0,93800.0,33,65734.0,0,0,0,0,0,1,0,0
0,20595,,2,4,0,1,15.0,16.5,14.75,,18,56,12,31,43,6,6,19,0,39,,50700.0,37,50173.0,0,0,0,0,0,1,0,0
0,3873,,4,26,4,13,35.0,33.75,21.35,33.75,22,111,16,37,89,6,17,34,1,25,74.0,58100.0,31,50173.0,0,0,0,0,1,0,0,0
0,20612,,3,8,2,4,20.0,10.67,7.75,6.0,25,52,11,31,40,6,15,16,1,50,34.0,46700.0,20,36477.0,0,0,0,0,0,1,0,0
1,20625,25.0,3,6,0,0,15.0,15.0,12.0,,20,56,7,28,37,4,4,15,0,38,67.0,68000.0,38,45294.0,0,0,0,0,0,0,0,0
